"command","watt","L1-dcache-loads","L1-dcache-stores","L1-icache-loads","L1-icache-load-misses","LLC-loads","LLC-load-misses","LLC-stores","LLC-store-misses","dTLB-loads","dTLB-load-misses","dTLB-stores","dTLB-store-misses","iTLB-load-misses","branch-loads","branch-load-misses","branch-instructions","branch-misses","bus-cycles","cache-misses","cache-references","cpu-cycles","instructions","mem-stores","ref-cycles","topdown-bad-spec","topdown-be-bound","topdown-fe-bound","topdown-retiring","cstate_core/c1-residency/","cstate_core/c6-residency/","cstate_core/c7-residency/","msr/aperf/","msr/mperf/","msr/pperf/","msr/tsc/","uncore_clock/clockticks/","unc_m_clockticks","unc_mc0_wrcas_count_freerun","unc_m_dram_page_hit_wr","unc_m_vc0_requests_wr","unc_m_dram_page_empty_wr","unc_m_cas_count_wr","unc_m_act_count_wr","unc_m_prefetch_rd","unc_m_dram_page_miss_wr","unc_m_pre_count_idle","unc_m_act_count_total","unc_m_pre_count_page_miss","unc_m_act_count_rd","unc_m_dram_page_miss_rd","unc_m_cas_count_rd","unc_m_dram_page_empty_rd","unc_m_vc0_requests_rd","unc_mc0_rdcas_count_freerun","unc_m_dram_page_hit_rd"
"stress-ng --cpu 2 --cpu-method longdouble --timeout 10s",10.815,1625257182.34547,694701231.236991,1468430919.4108,72576.186803403,21437.3041361626,30.849751917277,51005.4522117315,1180.32539570315,1624902767.3197,826.363554884528,694555115.832548,47.8389663048694,115892.716474698,1252370240.87601,7311080.21903838,1252068611.65026,7311280.72366156,6951016087.75659,53270.531508732,105528.936027193,5158684422.64893,7982970691.09516,694611840.586883,6947202800.654,1628906880.9971,13964210566.7155,1823748897.17059,8428780349.65414,3494140814.27493,20962164899.0704,17307187538.3655,5160264434.59662,6948068715.08336,5149501150.65239,6947604803.27474,2697373469.21296,2389016055.88594,20424.9658168403,15624.147340792,54550.1378357266,28934.2213901148,54557.5047673806,23471.8406748881,15343.6843704055,2688.02607238892,26264.6860327708,42984.9287787395,11788.1697001938,25541.1338891244,1784.03220130859,85285.8569678854,32133.9600573249,80285.4400099311,40898.1563681364,48353.0026288572
"stress-ng --cpu 2 --cpu-method loop --timeout 10s",11.78,6651494666.37549,3327188557.83924,1669709704.55617,73091.0182008275,24601.6319331919,12.0078153482835,50566.4982419157,1239.68288703105,7465886318.08359,729.648363234356,3734437582.38064,43.679629907907,61578.7531993878,1599060477.10486,136521.434298198,1690432660.60923,141845.207523176,6957990000.17988,54604.3307172312,104294.323358979,5163927419.01394,16679248011.3611,3335592975.64444,6945733803.71957,14551546.9436003,16435281009.4328,24329231.6697285,16029791101.8163,3524361918.2069,20976039163.7481,17266197493.0934,5154576005.44065,6940721527.70836,5147686671.35849,6954498611.71849,2699065479.21358,2390357319.10806,19263.1775079604,14935.8698585829,49134.3596646514,26253.1778804907,49155.1529607341,20741.5615661902,17543.8515632695,2961.22240195066,31395.6071953208,48531.2168158599,12137.7666121467,25978.0947066908,1898.21473668746,85542.3693882394,33122.3054180192,89886.0518784594,44991.7511677102,56641.9085040354
"stress-ng --cpu 2 --cpu-method matrixprod --timeout 10s",13.15,3278102169.42299,79663130.398973,2088635366.10109,92579.6193523267,28401.3324141184,2.77609468578511,59127.2475426268,1206.21314097363,3285003262.17116,949.137218317961,79829148.5679606,94.9335824138911,63376.4173756367,1643714234.11173,12834393.4154553,1644170294.39583,12837536.1326325,6949091163.09116,55266.1838782975,110911.246596532,5157276173.66714,13524497018.9771,79686321.2414512,6946920511.73507,2340109928.01742,9839357809.21376,53762970.5648685,13602842232.0412,3569809419.75094,20975404318.9724,17300488085.9596,5157955947.89554,6945391363.3853,5139866839.88094,6949553136.04838,2689254551.24169,2390823042.6088,19121.3276252018,14632.7927770645,48280.1587382772,25769.4975621183,48279.3632453078,20196.771001281,19732.4027403893,3051.96565386957,28980.7382809119,46031.8252129149,12551.8667463978,27074.6869528667,1793.91992450281,88841.3790225206,33660.3563388615,87199.988705572,44371.5871502722,53721.7690735018
"stress-ng --cpu 2 --cpu-method nsqrt --timeout 10s",10.255,14183606.6636327,11568503.561729,623042350.587042,77189.3198076519,24214.1156846554,26.8134293916848,51155.7529924316,1201.04301875199,14158124.2716788,802.310548153482,11552221.1990275,47.0371304668832,70620.9533783118,1158313311.17669,605068.823191302,1157785828.09761,482804.696565641,6953789446.79698,52280.717691621,99981.765271075,5160791988.72643,6203542952.36195,11543340.9058807,6943881937.27949,82725824.5599607,18918697643.5055,216972712.854699,6637435338.42486,3555160717.23953,20924386678.49,17304625501.4191,5159209021.94987,6946758178.52501,5150099863.85018,6938504114.76054,2680431429.47473,2390941817.5663,20397.0744327407,16585.4471223189,45056.1872476323,24785.979961004,45067.0274093145,20571.4444401659,13811.7056430103,2385.23834137323,27308.0473585773,42069.0302781343,12704.6246984247,26384.7832567169,1838.04309303328,89903.4295409168,33885.95027344,83592.6298962121,42700.6808216498,49946.8551513723
"stress-ng --cpu 2 --cpu-method omega --timeout 10s",9.755,103031788.849212,50066674.4126176,1170941644.04404,77022.0044822368,26087.0642139206,26.7010900239129,49657.5755082268,1181.79620009185,102852239.700119,786.441151436883,49975885.0423305,43.9169834976099,71176.3216593602,89869845.423548,82233.5832928415,89899943.218751,80373.9422643581,6951290408.91925,52791.0454047074,100748.692297777,5156929756.39428,698192836.411712,50071655.6580211,6952885811.18628,2013231213.69169,10432009832.2578,10724914540.5034,2658292821.95912,3609063961.21644,20945269243.2611,17278271244.0089,5155554797.2463,6941774463.68766,5146636576.16953,6956296402.33228,2645152348.82134,2390572328.86999,16583.0398146324,12670.2838798284,46153.6552164485,25221.1911879572,46157.3377233502,20504.4970101881,16895.9197996072,2360.76675773984,26568.1063160557,42451.8992486173,12870.9678353125,29640.17197733,2446.27615651823,98259.6215566243,34235.0884146636,91571.4898609868,46168.205141721,57259.9989382669
"stress-ng --cpu 2 --cpu-method parity --timeout 10s",11.12,6826424.61945028,4508073.05231953,4405016225.15843,86198.5449993286,26414.4422255383,47.1594276950773,51583.9748429323,1141.1588672152,6817416.71657458,768.914636627645,4499197.89116332,44.2269703296273,62413.7033196551,3260170624.12924,29941601.8515588,3267515707.89058,30038392.8384866,6952954197.87942,55055.1366812094,105131.293319357,5160111267.90715,15568198886.1848,4507984.37928423,6944193770.64124,5587852384.93267,2692224502.06857,1911481416.71858,15627902093.894,3512825771.52067,20974789948.5044,17280177757.7461,5160683158.79883,6948801780.49523,5153263409.68787,6954776679.8178,2696599503.59694,2389815979.79032,20051.1593295475,15840.1790636455,36442.5433307941,20416.0394624967,36453.3947183421,16417.4524820691,14649.8903239873,2479.15555171229,25808.3795542311,41316.837237664,11675.9807127251,26351.1773259893,1986.15272188084,92127.1978142916,32126.6083110062,79979.1490383764,40713.3386735323,48047.5285535904
"stress-ng --cpu 2 --cpu-method phi --timeout 10s",11.38,505150521.68723,295197578.081307,3330997271.19599,115718.913132917,25049.774097022,25.3144340229244,51313.15194279,1122.37251397327,505832607.838886,755.48343203781,295596212.549535,41.805799801251,70470.9284062757,5703349984.54646,41453.574960175,5688703283.62858,42718.0244647893,6950145950.20135,54712.1853377731,107136.979797093,5158145597.17701,25102263055.2472,295317722.932151,6941780016.03505,5729743.35063461,250499570.923746,229692101.163477,25394492028.4453,3557358212.44942,20953241467.7063,17293384864.187,5160918092.22113,6949441530.58094,5152382017.96472,6962464942.74744,2687375526.56068,2389507473.97359,19286.9553393755,14346.8220423852,37515.3524845568,19977.9952167031,37527.2968790863,15215.0683614669,18851.1086362472,2465.43434034604,28922.329298125,45662.2841402291,11027.9652213925,24718.2992248789,1747.34435001389,86480.3583845028,33531.8333936784,84699.4992780179,43061.9512168505,51258.8117656252
"stress-ng --cpu 2 --cpu-method pi --timeout 10s",10.045,589192873.765986,394157542.312597,501155126.371001,93943.6651878959,27080.7366783469,15.6695990829112,50929.4697838267,1092.7065993387,589409579.353543,891.771448250545,394304227.041544,49.2066568397231,87201.831826047,244437590.547844,45152.5515211112,244619393.047167,45094.3888905943,6949089069.60085,54684.4557466887,106633.561965201,5157190303.3473,3222179865.29448,393827412.335298,6934898718.23642,1486226812.50005,17283140227.2909,2999085378.86326,4064518587.84845,3560321659.03599,20942730132.3414,17336813052.086,5156835600.01063,6943829262.05348,5147427651.10415,6943906963.31527,2687731001.31319,2390238258.83304,22537.2325455176,17401.9426560789,46185.4448899967,25285.7264649343,46191.2170007771,20864.4886454719,10448.3073491169,2179.83335969111,24402.7801226717,38243.9166730191,14473.9891230663,31979.3041719005,2837.84974218091,107377.988068569,30334.9336942249,77967.2533217256,39860.7605006041,47529.0864199406
"stress-ng --cpu 2 --cpu-method prime --timeout 10s",10.27,6355392.94386977,4234023.30984828,1662580184.70419,91868.978180525,26071.4822679146,11.5157162285028,50281.2901700264,1129.5329245509,6198129.24905637,759.736916341469,4141665.75067323,44.3113780799369,62923.7181706259,1065092829.59863,22224177.2180805,1064683442.70428,22163346.066216,6949221873.7626,54015.8001837062,108388.416192325,5157409856.79574,4602173529.38481,4234095.36896604,6938553607.5319,3518707443.93683,13644032966.2151,2325764481.61977,6312100936.12272,3575819330.7245,20937193864.7734,17298928210.2461,5159913035.77922,6947887259.95069,5152043851.31436,6951127538.2787,2688060603.03929,2389146930.98818,19192.6692076889,14949.2478843634,38266.8828609954,20028.0622441418,38274.5453529476,15385.4877370294,17541.2557000267,2853.49619519827,28024.0409658136,44299.685186956,12148.9583488966,26040.5050159663,1921.41483908894,86841.920183043,32892.5124029125,81651.5081617123,41663.3915899859,49132.7155450173
"stress-ng --cpu 2 --cpu-method psi --timeout 10s",10.435,62056097.2525199,34607894.1001506,513572348.11325,81681.4311168575,24619.7127626756,6.94748765767398,51807.4154632749,1157.3521939448,62201991.6389334,717.327789771637,34705363.3524865,47.0346344379244,71248.8017302988,991355383.262056,42217.1003489864,990752567.872737,42676.8179776123,6951825014.25627,54346.552694427,102424.09895952,5159192658.40971,7699262554.66729,34632689.4883787,6943879121.40804,6342478.56542362,16212186513.7726,493505638.861519,9130785833.002,3514661511.30355,20938059827.4345,17293760100.8372,5160170236.84923,6948173676.87145,5151859979.37008,6952913441.52,2692575203.20958,2389483807.00644,19670.6710573723,14918.5656777826,39462.2682104638,21076.9440145187,39476.2948355301,17558.4496743062,17543.137806774,3056.09917636173,28955.3678712268,46489.4495372913,11901.4759669493,26320.610128439,1844.97559435465,88127.8896832171,36148.9949811957,88448.6308150269,45216.4789588724,52406.4421032677
"stress-ng --cpu 2 --cpu-method queens --timeout 10s",11.525,1630355571.63111,1628252698.26497,2193807427.76508,85522.5729280667,23471.5252915822,14.789433198485,51859.39565534,1228.51553488355,1630246260.93885,745.488248034555,1628148837.89282,48.7396444454016,75163.7031376131,1028564220.47895,120978425.335279,1029010835.40396,121060101.022042,6941859504.52731,54821.8788560485,101572.121851623,5151866249.76217,9405301687.55608,1630003604.58729,6945418230.50471,11636189830.3892,349133525.496002,3763771075.24373,9989616788.05546,3536974642.54519,20941067946.1424,17290666846.1529,5156101696.0753,6942474443.59165,5147996359.34643,6949283453.514,2696032141.90436,2390004410.35301,17757.1450135262,12968.5772793804,40463.6260779154,21741.1033165656,40466.0141167236,18116.6574153792,15831.4238711953,2857.00014140498,26961.0372500554,44201.7713462203,10180.8720765361,23876.1154113571,1802.25442599458,78394.8341181864,35571.7574010191,92594.7577046233,46638.4401431387,56866.9956058163
"stress-ng --cpu 2 --cpu-method rand --timeout 10s",10.19,6616574.58437181,4551664.24977969,963708747.376387,69382.9858847828,23044.2233196698,36.862649515783,51092.923912012,1133.70035303257,6610368.05116213,824.420529086853,4548958.55657916,65.4018452712455,59541.4022034755,111243988.239594,92538.5844585135,111108463.471778,91443.3055072025,6943802060.62298,53507.2539893336,102272.272400281,5153204241.56298,10448640599.7262,4552687.54851993,6940914958.18645,9986959.50342953,15320750721.9454,26722240.5903616,10501794271.6445,3545676231.63069,20962243225.5729,17263656862.2019,5161639057.77608,6950074075.1766,5152484026.66936,6953835326.67969,2697083297.74647,2388559439.24943,18999.351545273,14373.9578053641,42760.8705476182,22875.6909553024,42759.2788976346,19419.1245814851,15639.5853420646,2716.86398753251,26939.4144297181,41591.9269345772,11320.6973713598,23570.4183922267,1760.7475421906,81082.1358012158,33750.3571194286,89281.3944857678,44972.5138094953,55402.569773748
"stress-ng --cpu 2 --cpu-method rand48 --timeout 10s",11.38,3114825815.07578,1666943862.4447,1667959640.28586,95924.9190093234,24374.6171783309,22.3084574258944,50382.4117376366,1283.18247113744,3156636317.21062,822.029570758608,1689292618.12622,49.9493686991519,78497.5748864575,1542690531.19731,44135.103293759,1524761242.69482,43763.6540265482,6950536046.46363,55263.8484707381,103640.206088444,5158251074.089,9864465917.96437,1668602019.02708,6945949368.9462,6578798.9262612,14983749110.9599,536188969.536985,10469743426.8287,3557145083.82066,20965061207.6613,17288643154.6878,5157206371.37408,6944139802.12418,5149443580.6579,6943250148.04655,2687701506.72989,2389898521.66448,22151.0250802733,16070.4256485573,43856.6676063364,24055.7911057622,43858.4576419297,19662.6459742056,13233.451321443,2304.77486361037,24476.6413928084,39311.5152418723,14186.4103385167,30972.9611761962,2487.12119145104,104521.171069124,32579.5017561008,81171.6804113938,41278.6992880416,48709.1975093556
"stress-ng --cpu 2 --cpu-method rgb --timeout 10s",9.43,8507363.029952,109709593.223386,345389119.845409,83269.0512396162,26703.7404081263,24.5252616970595,51856.1338982167,1159.4391936703,8532938.85762255,794.670192607682,109673896.824193,58.9305985529292,74059.0092356751,18215907.1026164,143609.40398501,18298327.4241385,145243.258643824,6950080636.37738,53279.4926254221,101577.841331808,5158024712.16439,3098344083.00963,109693362.201499,6945785817.72573,14747854.4254333,22709929243.15,24136538.7620788,3116302547.58554,3593908168.9848,20958194067.5739,17311697065.4423,5159064421.23836,6946706585.26488,5151067354.20768,6950274778.9385,2700730111.46602,2388752140.57618,19226.6512294826,14032.6887582493,39148.2064370057,21005.7572174907,39148.3060130098,17256.8202390249,19700.8532675863,2823.90172279149,26700.4166028102,42934.6678541569,11032.6859973315,25611.1552694015,1961.85078255074,84785.6748272018,30859.6075786355,77107.3251113387,39326.7398970976,46419.1697478249
"stress-ng --cpu 2 --cpu-method sieve --timeout 10s",11.47,2081614180.13201,1376551107.99282,1984014607.47142,70579.5863309987,25861.6288982397,37.145953906491,52324.3468687845,1143.08230884975,2082869301.16671,818.744114172076,1377379135.73979,49.5336218443096,79425.86235316,1461805532.91455,803580.789979303,1464925286.86962,811500.453130661,6946967455.21871,53279.2569296149,100160.171468287,5155565299.85551,18871393433.3952,1375589455.79224,6944715549.39627,308758022.349302,6479360025.91352,111366275.766676,18974221428.1091,3509060856.75964,20950545888.1259,17306029329.8647,5154913751.87254,6941034959.76271,5146729087.53443,6949890224.46997,2691476330.65694,2390656369.37942,17630.5720750108,13317.0305651656,39902.6087424089,21452.8870080816,39903.9028240343,17569.2485053055,15010.8734383793,2746.6814681815,27164.2150243597,42351.3147019213,10899.3920269421,24068.3296635849,1705.96583387364,83825.1023202817,34442.3093335328,92150.7096584137,46408.0858144356,57673.3707729741
"stress-ng --cpu 2 --cpu-method stats --timeout 10s",12.56,3151927788.81398,2408223183.23095,2776430797.08165,95052.5063524276,23574.4182223443,4.66647148497789,51398.1055215839,1159.66780733068,3151934017.43872,870.627462056118,2408229036.11965,60.5705693264407,82477.8805021451,2113958736.11859,2414804.8010389,2083776794.46682,2381163.30969743,6954482898.38683,54509.0758356928,102983.974394283,5161277902.84322,16843546912.463,2406676282.60225,6945899788.68082,343817540.030461,3510004320.89026,5052070030.05743,16925433157.6075,3543687420.90383,20953204991.7118,17296675737.4799,5161229226.98747,6949576169.65548,5153868107.69933,6947446637.90515,2690210798.7685,2390578358.97692,26758.9369320642,18880.4534942339,37874.8047113115,19874.8275587161,37892.3210968873,15565.0005077206,20335.3692539483,4247.28708990104,86387.8453132045,127344.161667746,12178.1958024128,27769.8200322565,2017.99357806123,95645.8323738738,32374.7347950889,82062.231731088,41765.2355944208,49629.8584082319
"stress-ng --cpu 2 --cpu-method sqrt --timeout 10s",10.52,797142756.36199,795050743.534769,993904472.219767,87987.4091237807,23445.5996799568,19.1623644373324,50933.3661007047,1172.97499203443,797058068.849155,826.652383675827,794978619.018066,46.8740899921901,78832.0996615964,1189548161.54857,51291.7060191839,1190816680.82315,51700.1818395588,6945271027.51747,53312.5463247633,101544.16366416,5154340593.53644,7527589554.09003,794177533.660527,6944748678.51754,8887082.42667276,18074129949.2279,222511472.038581,7561548588.09744,3556668190.81054,20984063608.4079,17282280563.803,5165936161.3825,6955736242.43769,5156983232.81281,6945670900.85912,2696334397.3199,2390699773.63293,17907.800590549,13371.1683888423,37917.6133628389,20617.4035453501,37922.7911881931,17002.285712495,15534.2934264018,2665.29885227783,27581.6193581951,42979.7971751626,11586.8960861893,26111.5730653981,1993.82121049483,85814.0370307907,34232.1400320123,87836.0595215017,44586.9498801809,53417.3320024549
"stress-ng --cpu 2 --cpu-method trig --timeout 10s",10.445,866624113.391358,346380509.66566,894696848.401161,87012.3769402412,26100.1151562027,0,53362.3101789386,1185.91740225687,866087241.032699,848.094164593365,346170527.650211,46.7633284387116,116860.873993445,372842342.692934,278080.998985377,372901780.492569,364024.028200057,6948358615.41684,54413.2959617947,103590.497380989,5156687769.16225,3294490046.4982,345649118.871819,6943936465.33412,2267637031.43559,9344392140.25401,8982483591.21525,5278316899.75826,3528567050.71878,21027095918.7612,17284458131.7524,5159378034.06417,6947008038.36111,5149873396.0256,6952850431.65248,2693037547.97661,2390002034.69209,20666.6128269446,16519.25909626,40919.1383745377,21633.8205483842,40938.2383627903,17941.6535484013,15486.8388976219,3788.66297223713,38945.2706206323,58243.6544946827,11118.4956359395,24477.6963270968,1822.02109611849,82573.9244721827,39014.5373623222,100159.055269511,50650.9828906346,61209.2184674258
"stress-ng --cpu 2 --cpu-method union --timeout 10s",10.1,776022832.25629,485338280.067514,583486849.93444,81939.884755986,23528.6874382151,17.3672746132722,51810.9468004367,1221.66371708218,774265619.79064,731.410693954539,484236547.833565,41.8799610378311,61968.3019069986,52725452.3141643,86762.7650750892,52705716.0210318,87156.145084702,6953016157.9337,54138.3384897004,100743.032934855,5160171659.25687,6080843228.28707,485264257.486442,6949877874.47212,9198947.34779181,19702216610.3057,47728386.0484621,6050846523.44465,3581591577.31442,20996555301.9954,17294668350.2514,5152967901.60082,6938506410.51823,5143964934.73717,6950813399.66527,2692892165.82683,2388312050.22138,20640.6959757867,15955.6585439236,37902.4574944249,20738.0485153003,37904.5458881987,17316.9611719309,14241.0477362135,3708.47972269104,32383.7210344908,50767.0056875354,11821.7552660278,25078.0722327855,1951.6086928527,90667.3432795073,31868.6054570402,80496.2723674344,40979.0264060446,48670.2710663569
"stress-ng --cpu 2 --cpu-method zeta --timeout 10s",11.405,2334914737.58296,874792008.94002,1723546975.71415,107583.409519203,24712.0745847156,13.2002053093397,50835.5786408907,1214.02188980333,2292354197.83702,862.732022284341,858895452.584174,43.2805386855336,100985.400286085,1930813233.00895,62842.9392507797,1898049618.00604,61915.3442116506,6952300055.43956,53814.9823483237,104666.287957254,5159544058.31752,10648580376.9645,874269295.791092,6947120642.25252,11329053.1315078,13717057249.5673,948391740.401855,11186692577.2878,3521233696.16379,20924309333.1712,17302826167.2053,5158826681.02633,6946296249.18461,5150100662.91771,6952226729.22364,2689250875.57075,2390885060.97667,19664.3234836703,15025.2690513219,41657.9186442164,21980.9904325778,41660.4065099584,17436.1572951749,22630.0094847579,3484.55542051824,34753.2217447221,54066.028393546,10624.2332644997,23555.7238724802,1636.97818252305,80099.8527827682,32450.1490713247,81164.1924561632,41280.3545399492,48949.6495750296
