"command","watt-median","L1-dcache-loads:u","L1-dcache-loads:u-square","L1-dcache-stores:u","L1-dcache-stores:u-square","L1-icache-loads:u","L1-icache-loads:u-square","L1-icache-load-misses:u","L1-icache-load-misses:u-square","dTLB-loads:u","dTLB-loads:u-square","dTLB-load-misses:u","dTLB-load-misses:u-square","dTLB-stores:u","dTLB-stores:u-square","branch-loads:u","branch-loads:u-square","branch-load-misses:u","branch-load-misses:u-square","branch-instructions:u","branch-instructions:u-square","branch-misses:u","branch-misses:u-square","cache-misses:u","cache-misses:u-square","cache-references:u","cache-references:u-square","cpu-cycles:u-square","instructions:u","instructions:u-square","mem-loads:u","mem-loads:u-square","mem-stores:u","mem-stores:u-square","ref-cycles:u","topdown-bad-spec:u","topdown-bad-spec:u-square","topdown-fe-bound:u","topdown-fe-bound:u-square","topdown-retiring:u","topdown-retiring:u-square"
"stress-ng --cpu 1 --cpu-method queens --timeout 10s",7.53,813792723.887039,"6.622585974514865e+17",813791584.791016,"6.622567434766734e+17",1097438293.24372,"1.2043708074776893e+18",11091.3079093858,123017111.140804,812323822.766386,"6.59869993033795e+17",49.6634028951556,2466.45358712655,812322674.016312,"6.598681267210115e+17",511744078.522986,"2.6188200190334006e+17",60375935.2618782,3645253558746510,512665680.005289,"2.628260994552854e+17",60499575.5919049,3660198646800615,1092.47767481415,1193507.46996733,1907.60492156235,3638956.5367689,"6.592150217168884e+18",4678837855.67507,"2.1891523679698084e+19",0,0,810781046.476384,"6.573659053253404e+17",3467671936.16055,5808560469.27034,"3.3739374725170074e+19",1927224628.24431,"3.7141947677114184e+18",4965705615.36191,"2.4658232258436805e+19"
"stress-ng --cpu 1 --cpu-method rand --timeout 10s",6.92,356293.328200907,126944935720.479,331576.714363087,109943117507.82,479814634.39255,"2.3022208337725642e+17",10260.4950596095,105277758.868271,357002.774108725,127450980721.325,48.4846304617147,2350.75939100903,332221.098560089,110370858328.472,53485796.4011819,2860730416668680,28255.5828991617,798377964.971399,53623798.7519504,2875511792589677,28633.2771014617,819864557.569091,1010.18578125168,1020475.31264307,1782.90681071212,3178756.69568366,"6.58365046953676e+18",5214984049.27174,"2.7196058634158674e+19",0,0,332459.494577867,110529315534.971,3463153835.45332,2393654.53601148,5729582037768.33,3358602.5131334,11280210841226,5226568825.45831,"2.731702168725266e+19"
"stress-ng --cpu 1 --cpu-method rand48 --timeout 10s",7.31,1558487956.98598,"2.428884712070334e+18",833673560.828743,"6.950116060248758e+17",833831600.995392,"6.952751388185385e+17",12260.1729169435,150311839.953355,1556799339.86795,"2.423624184613285e+18",50.8947094009142,2590.2714450035,832770277.103963,"6.935063344278113e+17",760334777.750932,"5.781089742575592e+17",5052.17805406967,25524503.0900232,766943410.564397,"5.882021950081492e+17",5101.62733176905,26026601.432253,1045.45371676178,1092973.47389102,1931.59149551128,3731045.7055315,"6.601206998851528e+18",4911096417.06887,"2.411886801774669e+19",0,0,830589500.963,"6.898789191099654e+17",3453392581.28201,1123056.21986846,1261255272985.23,256267641.614677,"6.5673104138748536e+16",5151445468.54051,"2.6537390415346557e+19"
"stress-ng --cpu 1 --cpu-method rgb --timeout 10s",6.72,1198315.17285387,1435959253491.8,52864038.1134607,2794606525661425,170424425.481229,"2.904448480060698e+16",12229.9538104859,149571770.206619,1199124.58277777,1437899765021.96,50.8963631402245,2590.4397809016,52915322.5631573,2800031361962984,7011473.26271141,49160757313717,55237.2474010927,3051153500.44952,7026389.25944355,49370146025223.7,54668.7207085432,2988669023.9087,1066.81457514417,1138093.33774004,2024.71666165224,4099477.55997219,"6.579398339962714e+18",1538831828.10551,"2.368003395190546e+18",0,0,52907237.3174656,2799175760566625,3461838154.17343,4818018.82520513,23213305400031,1504980.54984318,2264966455406.28,1544588265.16204,"2.3857529088762803e+18"
"stress-ng --cpu 1 --cpu-method sieve --timeout 10s",7.49,1039121474.20601,"1.0797734381560714e+18",687168493.343196,"4.722005382435581e+17",990911324.317478,"9.81905252660618e+17",10327.8355707943,106664187.577364,1034620357.37019,"1.0704392838848197e+18",50.6126773971364,2561.6431133066,684191921.125809,"4.6811858493382515e+17",729101097.024818,"5.3158840968279296e+17",389786.665467987,151933644576.652,728049400.172245,"5.3005592909116576e+17",387119.386125003,149861419113.799,1075.37884567855,1156439.66173293,1874.13008411186,3512363.57217313,"6.618602593694786e+18",9437150124.39327,"8.905980247033592e+19",0,0,686733350.370108,"4.7160269451055354e+17",3465280750.31889,152875814.650511,"2.337101470505739e+16",46546558.7529876,2166582131745330,9467005693.66918,"8.962419680396467e+19"
"stress-ng --cpu 1 --cpu-method stats --timeout 10s",8.09,1442539763.20918,"2.0809209684395976e+18",1102458620.4867,"1.2154150098854377e+18",1271686836.09119,"1.6171874090876214e+18",12449.2182974847,154983036.218428,1571490737.97125,"2.469583139529424e+18",51.3469960965947,2636.51400814371,1201007079.37572,"1.442418004710597e+18",1051307380.0774,"1.1052472074052067e+18",1186796.12788901,1408485049172.35,1055567504.51015,"1.1142227565777855e+18",1191318.27766692,1419239238703.28,1152.0229958964,1327156.98307412,2104.63884979018,4429504.68804613,"6.591517354239628e+18",8421504467.2458,"7.092173749184097e+19",0,0,1202879502.87746,"1.4469190984427254e+18",3464840146.06795,169240453.099453,"2.864233096530815e+16",2550183269.34204,"6.503434707232056e+18",8443927991.79765,"7.12999199306639e+19"
"stress-ng --cpu 1 --cpu-method sqrt --timeout 10s",7.09,394272459.925833,"1.5545077265596758e+17",394243347.203173,"1.554278168139616e+17",493027123.739033,"2.4307574474238374e+17",10868.8280674097,118131423.558913,394431638.839856,"1.5557631771789462e+17",51.1957390010564,2621.00369186429,394402704.904948,"1.555534936363395e+17",593255719.876862,"3.519523491666138e+17",8145.38404899695,66347281.3056539,592064934.428045,"3.5054088657928525e+17",8863.14607711244,78555358.3842336,1120.54257701934,1255615.66691314,1954.33771277837,3819435.89558779,"6.599743120627895e+18",3747109000.83241,"1.4040825864119261e+19",68861068.0875247,4741846698154712,394514891.835185,"1.556419998797277e+17",3455270913.36355,1906607.23545935,3635151150305.95,100562471.297921,"1.0112810633545186e+16",3766113206.31597,"1.4183608682787555e+19"
"stress-ng --cpu 1 --cpu-method trig --timeout 10s",7.04,430120234.263979,"1.850034159233002e+17",171152096.273477,"2.9293040058805536e+16",444346974.092612,"1.974442333852604e+17",11960.7455544962,143059434.219401,430007476.396487,"1.8490642975687533e+17",59.3722704826308,3525.06650226267,171107416.735882,"2.9277748062026796e+16",184048084.059674,"3.3873697246036824e+16",120910.269170209,14619293190.8124,183584340.920962,"3.3703210231384004e+16",206354.777579132,42582294229.733,1015.01719850556,1030259.91326208,1890.09810677236,3572470.85322446,"6.605472732258436e+18",1633732671.17539,"2.669082440865875e+18",12658089.3330605,160227225563740,170583500.844501,"2.9098730760365868e+16",3453604692.47443,1131882060.33845,"1.2811569985160146e+18",4467410447.60044,"1.9957756107329565e+19",2617931940.97789,"6.853567647592263e+18"
"stress-ng --cpu 1 --cpu-method union --timeout 10s",6.93,384767043.712301,"1.4804567792710378e+17",240540915.617471,"5.785993208609131e+16",289620813.426791,"8.38802155699961e+16",13377.3720464469,178954082.869059,384628457.583513,"1.479390503830723e+17",51.3396112463517,2635.75568292652,240454508.988284,"5.7818370892796744e+16",24286475.5654216,589832895389820,26633.1215423057,709323163.087228,24318077.81322,591368908529823,26629.9449396639,709153967.489531,1106.08362729027,1223420.9905596,2061.74634105183,4250797.97484061,"6.583893747506579e+18",3032410183.24578,"9.195511519452705e+18",0,0,240897050.738072,"5.803138905430124e+16",3465467021.59471,2592311.91523675,6720081065878.43,14460173.1305198,209096606964607,3031374482.55832,"9.189231253505722e+18"
"stress-ng --cpu 1 --cpu-method zeta --timeout 10s",7.41,1161745081.6694,"1.3496516347830408e+18",434420012.333488,"1.8872074711582784e+17",857739267.120061,"7.357166503596594e+17",12784.6228590728,163446581.648727,1161657084.7284,"1.349447182499685e+18",49.5284840078513,2453.07072811598,434387416.210303,"1.88692427361863e+17",964075673.032682,"9.294419033334186e+17",13528.7559910701,183027238.665915,963443713.514239,"9.282237891101069e+17",13849.7885353508,191816642.473934,1082.52245001503,1171854.85478654,1880.64204054736,3536814.48467414,"6.621547828379709e+18",5311286177.12541,"2.820976085532345e+19",13332943.3012596,177767377074603,434995055.180128,"1.892206980311626e+17",3459226390.41826,3671445.36911289,13479511098380.5,464918915.053412,"2.1614959757444173e+17",5565548629.77883,"3.0975331550433006e+19"
