\,watt-median,L1-dcache-loads:u,L1-dcache-loads:u-square,L1-dcache-stores:u,L1-dcache-stores:u-square,L1-icache-loads:u,L1-icache-loads:u-square,L1-icache-load-misses:u,L1-icache-load-misses:u-square,LLC-loads:u,LLC-loads:u-square,LLC-load-misses:u,LLC-load-misses:u-square,LLC-stores:u,LLC-stores:u-square,dTLB-loads:u,dTLB-loads:u-square,dTLB-load-misses:u,dTLB-load-misses:u-square,dTLB-stores:u,dTLB-stores:u-square,dTLB-store-misses:u,dTLB-store-misses:u-square,iTLB-load-misses:u,iTLB-load-misses:u-square,branch-loads:u,branch-loads:u-square,branch-load-misses:u,branch-load-misses:u-square,branch-instructions:u,branch-instructions:u-square,branch-misses:u,branch-misses:u-square,bus-cycles:u,bus-cycles:u-square,cache-misses:u,cache-misses:u-square,cache-references:u,cache-references:u-square,cpu-cycles:u,cpu-cycles:u-square,instructions:u,instructions:u-square,mem-loads:u,mem-loads:u-square,mem-stores:u,mem-stores:u-square,ref-cycles:u,ref-cycles:u-square,topdown-bad-spec:u,topdown-bad-spec:u-square,topdown-be-bound:u,topdown-be-bound:u-square,topdown-fe-bound:u,topdown-fe-bound:u-square,topdown-retiring:u,topdown-retiring:u-square
stress-ng --cpu 1 --cpu-method int64float --timeout 10s,7.57,710760521.759385,5.0518051929167315e+17,382750473.21413,1.4649792474564045e+17,1229547425.54327,1.5117868716600835e+18,11684.2229901325,136521066.8831409,111.440621928723,12419.012215860579,0.0,0.0,11.2190186444861,125.86637934532673,713455595.494828,5.090188867428796e+17,56.8900506039216,3236.4778577167604,384201718.915602,1.4761096081770326e+17,7.54460837777254,56.921115573955596,12095.2942007854,146296141.80355293,900548391.882644,8.109874061224163e+17,29833.5178852113,890038789.4072224,903960475.07322,8.171445404946016e+17,30087.5368168778,905259871.7069771,3458501997.95218,1.196123606983922e+19,1077.9252977872,1161922.9476096237,1920.25725348707,3687387.9195697056,2566985163.84599,6.589412831405425e+18,6180245350.67317,3.819543259451734e+19,0.0,0.0,383140559.350009,1.467966882190378e+17,3458556149.35588,1.196161063824737e+19,5875856.58241674,34525690577130.133,6067034378.50028,3.680890614990428e+19,497567328.153204,2.475732460455182e+17,6325644166.62961,4.001377412281522e+19
stress-ng --cpu 1 --cpu-method int64double --timeout 10s,7.65,985244588.01434,9.707068982115466e+17,491122940.502148,2.4120174268747638e+17,940816495.328583,8.851356778823576e+17,16696.6911399864,278779495.02410036,55.5444817907613,3085.189457404214,0.297917392987941,0.08875477304473128,38.9115760569464,1514.1107512355245,982453272.927708,9.652144334863656e+17,51.1609484885346,2617.4426502464908,489731670.557793,2.3983710914732672e+17,7.54950620034562,56.995043869056964,12494.5587017084,156113997.1504371,676884979.088737,4.5817327491595994e+17,4139681.8250219,17136965612416.646,676185580.967694,4.572269399086179e+17,4021165.20874393,16169769636012.613,3464440460.44126,1.200234770394245e+19,1027.57303915821,1055906.35080484,1968.69346299382,3875753.9512345996,2571269321.78883,6.611425925172389e+18,5466657024.88429,2.9884339027716755e+19,0.0,0.0,490693797.683936,2.4078040308548352e+17,3454990810.79727,1.1936961502693577e+19,893260776.058559,7.97914814044739e+17,5391688259.60418,2.9070302288753553e+19,837200582.983379,7.009048161477097e+17,5712393131.26787,3.263143528615634e+19
stress-ng --cpu 1 --cpu-method int64longdouble --timeout 10s,7.25,872346494.951586,7.609884072543174e+17,379713787.459598,1.4418256038691277e+17,872877955.733401,7.619159256053211e+17,12488.6907572624,155967396.8305313,145.165888378034,21073.135148583828,0.198329167138634,0.03933445853790422,-0.419309595288347,-0.419309595288347,871085389.209032,7.587897552934509e+17,50.382112356992,2538.3572455525664,379164790.624383,1.4376593844923218e+17,7.3382581975275,53.85003337357955,12334.5103704526,152140146.0788027,770978711.851828,5.94408174128704e+17,5824099.50316048,33920135022714.156,772463171.316138,5.966993510397852e+17,5782782.4051752,33440572345603.867,3460339205.12157,1.197394741450138e+19,1057.71256024514,1118755.8601003287,1989.87899381348,3959618.410020148,2568391863.40935,6.596636764027353e+18,4893137684.93247,2.3942796403706294e+19,7044333.21620659,49622630460951.48,379488120.97534,1.4401123396139429e+17,3465686738.09745,1.201098456662454e+19,1035876670.28966,1.073040476050393e+18,5921024381.77523,3.505852972957675e+19,853855085.32469,7.290685067348337e+17,5060540294.99072,2.560906807722476e+19
stress-ng --cpu 1 --cpu-method int32float --timeout 10s,7.51,727348151.238401,5.2903533310991994e+17,391682237.918637,1.5341497550095174e+17,1230243603.56939,1.5134993241233987e+18,11491.5895827508,132056631.1383867,149.820635650594,22446.222866748038,0.0,0.0,-3.59047019317913,-3.59047019317913,726088709.332246,5.272048138197667e+17,49.9749232756336,2497.492956405465,391003717.849071,1.5288390737179594e+17,7.35173376769116,54.047989391010454,9451.75113769132,89335599.56884918,922353139.381409,8.50735313726741e+17,30728.5299170198,944242550.8611809,920124230.59208,8.466285997226673e+17,30730.8110725936,944382749.1794413,3461596036.42997,1.1982647119427676e+19,1071.70143941848,1148543.975251642,1939.32234827658,3760971.170524989,2569310264.34117,6.601355234448892e+18,6045693463.52235,3.6550409454876873e+19,0.0,0.0,390327553.935315,1.5235559936112624e+17,3451460332.18868,1.1912578424671994e+19,6035997.53235918,36433266210646.11,6193236600.21882,3.835617958628997e+19,593122469.514034,3.5179426384242624e+17,6069786790.50271,3.6842311682161193e+19
stress-ng --cpu 1 --cpu-method int32double --timeout 10s,7.5,986497440.444709,9.731772000039621e+17,491747497.978843,2.4181560176845216e+17,932614960.783562,8.697706650773248e+17,18079.4130412861,326865175.91742593,107.730084805142,11605.771172123086,0.0,0.0,37.8882692223862,1435.5209446680174,982764537.555442,9.658261362765617e+17,51.4058156951329,2642.557887281972,489887083.960381,2.3998935503120534e+17,7.54146732407267,56.873729400055794,12574.9908442691,158130394.73345166,678223537.283492,4.599871665253322e+17,3749379.65243957,14057847778127.871,675948558.019285,4.5690645308835066e+17,3832141.70980656,14685310084039.146,3462558550.11132,1.1989311712949006e+19,1131.45688746556,1280194.6881932528,2030.03797240238,4121054.1693955665,2570022044.3053,6.605013308215195e+18,5367847576.25097,2.8813787601863414e+19,0.0,0.0,489068965.52353,2.3918845303825578e+17,3452040380.26012,1.1916582786946433e+19,897816143.239956,8.060738270622692e+17,5548945534.0029,3.079079653933073e+19,778114965.993313,6.054629003027745e+17,5611983484.53349,3.1494358630676656e+19
stress-ng --cpu 1 --cpu-method int32longdouble --timeout 10s,7.25,873760527.56475,7.634574595302301e+17,380329389.186261,1.446504442787944e+17,875619274.152772,7.667091132678272e+17,13434.9040772055,180496647.56371295,70.1911100322236,4926.7919275557215,0.0,0.0,12.9977523680843,168.941566622041,871392751.783126,7.593253278601686e+17,52.4085343992874,2746.6544778812904,379298501.811006,1.4386735347607373e+17,7.13151531748978,50.85851072359135,5487.05610436113,30107784.692406736,771851575.162175,5.957548540803308e+17,5795242.03297608,33584830220772.727,772826153.645485,5.972602637584749e+17,5734123.68153218,32880174395108.16,3464325622.71326,1.2001552020187617e+19,1118.60851813138,1251285.0168360816,1995.38744908725,3981571.0719749224,2571346459.29311,6.611822613719213e+18,4875508999.95141,2.37705880086072e+19,6937160.56445454,48124196697023.23,378842813.496282,1.4352187733777869e+17,3460190662.27118,1.1972919419268667e+19,1039515173.98097,1.0805917969366863e+18,5944184729.25532,3.5333332095512138e+19,854941108.447718,7.309242989138127e+17,5047913095.41974,2.5481426618910097e+19
stress-ng --cpu 1 --cpu-method intconversion --timeout 10s,6.84,118742.467033946,14099773477.307753,119484.220855353,14276479033.410774,263333482.403976,6.934452295500514e+16,9685.82352169867,93815177.29349123,98.2587049905099,9654.773106412054,0.0,0.0,16.2711844962656,264.75144491151406,118145.949212365,13958465315.29073,49.5830608159368,2458.479919876887,118879.76807713,14132399258.072216,6.94051152668888,48.170700252101206,4484.90491351883,20114372.08330534,65764149.309318,4324923334378271.0,4096.83965346927,16784095.146238208,65856780.907426,4337115591488709.5,4430.19633201682,19626639.540215284,3462865244.63036,1.1991435702468884e+19,1031.0637360022,1063092.427698814,1954.45819634131,3819906.8412457267,2570286777.74432,6.606374119847279e+18,3740279845.94344,1.3989693325970684e+19,0.0,0.0,118870.45658439,14130185448.581348,3453984852.42794,1.1930011360801657e+19,802970.495938083,644761617347.051,9119137713.9733,8.31586726464102e+19,2068155.91458708,4277268887041.5215,3760237012.60213,1.413938239094299e+19
stress-ng --cpu 1 --cpu-method ipv4checksum --timeout 10s,7.94,913528112.263657,8.345336118960006e+17,121183585.210048,1.4685461324360966e+16,1333252764.03869,1.777562932816807e+18,10179.2393284079,103616913.30500613,68.2264489628914,4654.848338086024,0.0992886157258457,0.009858229212754654,48.2371974287937,2326.8272157844217,912610183.724681,8.32857347437996e+17,50.891291247046,2589.923524791661,121061529.789914,1.4655893995074234e+16,7.63800293054042,58.339088766944045,4488.55847328769,20147157.168122716,1036615172.87598,1.074571016636698e+18,29509928.7589026,870835895355506.6,1041592293.24371,1.0849145053446908e+18,28684624.6006348,822807688479343.1,3464620410.10905,1.20035945861442e+19,1066.24134134145,1136870.5979856143,1948.0760257853,3795000.202239449,2571546077.80002,6.612849230248667e+18,9087151307.75307,8.257631888999835e+19,0.0,0.0,121070777.695912,1.4658133211892944e+16,3453868850.22016,1.192921003452113e+19,2432884874.82018,5.918928814128803e+18,92617585.5009123,8578017144018799.0,1220626552.97106,1.4899291818180122e+18,9172205364.26217,8.412935124419974e+19
stress-ng --cpu 1 --cpu-method jmp --timeout 10s,7.99,1140748363.61044,1.3013068290798966e+18,2279974621.94603,5.198284276717943e+18,1901433210.15029,3.615448252662437e+18,13295.75144088,176777006.3776626,114.321849555329,13069.485285751276,0.0,0.0,13.3972861234813,179.48727547442456,1139890860.17675,1.299351173114491e+18,48.479146914669,2350.227685574061,2278260929.78885,5.190472864202355e+18,7.7485353209897,60.039799620624954,5902.20412549674,34836013.53903074,1807773839.82402,3.2680462559520814e+18,97988.5354590094,9601753081.401545,1809048956.48014,3.2726581269418834e+18,98108.2325489559,9625225293.88001,3456994114.6567,1.1950808308771062e+19,1031.41152110793,1063809.725874174,1828.94905784724,3345054.656200307,2565896023.77289,6.583822404813528e+18,9984914877.28826,9.969852510669242e+19,0.0,0.0,2282269784.26453,5.208755368166865e+18,3462992706.89062,1.1992318487977626e+19,8063307.26636737,65016924071852.836,1910027.07855054,3648203440796.3105,2857602331.65207,8.165891085863347e+18,10009348674.1764,1.0018706088123684e+20
stress-ng --cpu 1 --cpu-method lfsr32 --timeout 10s,6.79,483534.940893895,233806039065.2625,368722.212932001,135956070309.47188,318260947.21552,1.0129003052252002e+17,11786.5388523989,138922498.1191088,157.664076580157,24857.961043873613,0.0,0.0,41.1839154199185,1696.1148893150007,482996.364536055,233285488155.04575,49.5029909302181,2450.5461110372553,368361.518721062,135690208474.4873,7.24113794148948,52.43407868767851,5968.01287855423,35617177.71858915,79585752.571143,6333892012315195.0,41394.6292029367,1713515326.8486202,79327040.6650695,6292779380677591.0,41429.9111433074,1716437537.3423467,3462747077.51942,1.1990617322869285e+19,1076.99115953375,1159909.9577138515,1942.15727534387,3771974.8821711247,2569967128.41574,6.604731041137445e+18,3952952082.96857,1.5625830170245558e+19,0.0,0.0,368034.053830771,135449064779.11086,3457320365.90952,1.1953064112532738e+19,3557643.02152555,12656823868609.445,8899653429.46625,7.920383116461038e+19,2437985.51822231,5943773387061.706,3969591213.91306,1.5757654405575762e+19
stress-ng --cpu 1 --cpu-method ln2 --timeout 10s,6.85,285407998.956134,8.145772586814459e+16,285184285.459342,8.133007667295547e+16,145120919.162897,2.1060081178684084e+16,11736.1562838741,137737364.3195175,91.0834377206993,8296.192627020508,0.198598608153832,0.03944140716063931,29.1774065604442,851.3210535934522,285531097.461755,8.152800761771422e+16,52.1044184847133,2714.870425630133,285307503.592378,8.14003716061148e+16,7.34337199974495,53.92511232663815,4983.90062621452,24839265.45198149,71749224.6387892,5147951236267436.0,47563.4662409983,2262283320.858585,71610108.8087348,5128007683598838.0,47505.6273720183,2256784632.0090547,3464270402.10994,1.2001169418934966e+19,1087.63998306719,1182960.7327663975,1912.69394255537,3658398.1178880055,2571298592.59777,6.611576452295273e+18,1712788629.74037,2.9336448901678945e+18,87875744.7061501,7722146507660467.0,285495425.221468,8.150763782238682e+16,3462264024.73333,1.1987272176962636e+19,11331911.4883552,128412217979916.58,11073124529.8366,1.2261408685326901e+20,39596199.663138,1567859027763090.0,1749100791.31156,3.059353578166725e+18
stress-ng --cpu 1 --cpu-method logmap --timeout 10s,6.65,328847.210877524,108140488101.92673,233278.688368667,54418946447.00565,199038854.178214,3.9616465472576344e+16,9872.91824195493,97474514.61232644,113.176187102481,12808.849327055785,0.0,0.0,43.8621578766452,1923.8888935957484,329371.303723009,108485455716.19466,50.1398221865017,2514.0017688940084,233640.217430004,54587751200.73955,6.94925501444092,48.29214525573228,4570.32529767979,20887873.326611865,39903337.7864472,1592276366499304.8,22208.4602420967,493215706.32478976,39940284.6153293,1595226335153510.5,21963.8358752426,482410086.3545938,3455395125.21951,1.1939755471390753e+19,1047.57068021162,1097404.330039036,2046.02079665461,4186201.100343165,2564753638.98273,6.577961228675155e+18,1944656307.11063,3.781688152785153e+18,0.0,0.0,233421.087740463,54485404201.940926,3459885351.99116,1.1970806648922993e+19,3571834.22245013,12757999712665.926,10928628439.0681,1.1943491955920806e+20,1878787.15981184,3529841191873.8403,1951522993.71255,3.8084419949887933e+18
stress-ng --cpu 1 --cpu-method longdouble --timeout 10s,7.14,809863036.472758,6.558781378448759e+17,345482863.467971,1.193584089500287e+17,734259324.81596,5.391367560791895e+17,14265.6668358213,203509250.27065167,205.98913136727,42431.52224144242,0.0,0.0,10.7979459748572,116.5956372759348,808857694.572873,6.542507700697431e+17,51.4727984832892,2649.4489837012993,345059812.754216,1.1906627437797462e+17,7.6358515265087,58.30622853488525,4720.70808002482,22285084.776811626,622919842.159776,3.880291297563602e+17,3625259.28159768,13142504858810.127,624353721.700592,3.8981756980138035e+17,3631692.41128214,13189189770164.283,3459857207.6726,1.197061189748404e+19,1043.98325974509,1089901.046627984,2001.93477368354,4007742.8380833664,2567863526.12776,6.593923088817293e+18,3983167887.82515,1.5865626422601466e+19,8105324.17612141,65696280000018.21,345555313.849473,1.1940847492960779e+17,3464153169.04106,1.200035717857722e+19,809215878.29856,6.5483033769051e+17,6966556939.05753,4.853291558513063e+19,900581865.597563,8.110476966431871e+17,4201488810.08108,1.765250822123653e+19
stress-ng --cpu 1 --cpu-method loop --timeout 10s,7.79,4198191824.86849,1.7624814598392623e+19,2099401914.53807,4.407488398766114e+18,1052055424.48666,1.1068206161918063e+18,11364.1861466982,129144726.77680731,96.3092970079111,9275.480690158034,0.0,0.0,8.23570521009311,67.8268403075548,4380730955.92816,1.919080370822725e+19,49.8430009381541,2484.32474252083,2190682312.10386,4.799088992564713e+18,7.13340592473671,50.8854800870688,5649.03886005725,31911640.04243691,812681618.369607,6.604514128358435e+17,52248.9254728549,2729950213.0679455,1015790414.24977,1.0318301656817194e+18,64570.8280772709,4169391838.5844755,3460135040.69643,1.1972534499855286e+19,1036.43213397412,1074191.5683341483,1934.96011185779,3744070.634480711,2568223130.41456,6.595770047596362e+18,9903473218.40575,9.807878178767995e+19,0.0,0.0,1980775105.37985,3.9234700180925553e+18,3463013312.9067,1.1992461205369039e+19,9790348.57768782,95850925272633.92,2591720696.32414,6.717016167754885e+18,3753451.91598335,14088401285599.082,7780448695.18041,6.053538189833455e+19
stress-ng --cpu 1 --cpu-method matrixprod --timeout 10s,8.34,1632840149.85935,2.6661669549927045e+18,37781112.6892116,1427412476034905.8,1039840401.54989,1.0812680606954365e+18,10417.401006328,108522243.72664364,99.267085468171,9853.954257345167,0.0,0.0,42.4698255920808,1803.6860858217615,1638084632.51687,2.6833212632879293e+18,63.7425612437529,4063.11411391359,37902052.1742616,1436565559020448.5,20.6563256422026,426.68378903671663,6398.45882916288,40940275.38849241,818914042.699452,6.706202093303599e+17,6393253.08422304,40873684998927.42,821668659.400774,6.751393858414652e+17,6414856.24799918,41150380682494.12,3461837072.70364,1.1984315917945307e+19,1022.64142426667,1045795.4826261634,2046.57913963154,4188486.174774975,2569536125.60149,6.602515900771116e+18,6752263790.63115,4.559306629826855e+19,60276196.6545631,3633219883139563.5,37869964.8448742,1434134237352008.0,3460791192.27977,1.1977075676561232e+19,1167156858.11513,1.3622551314451817e+18,4904135881.3604,2.405054874284655e+19,16448977.2752038,270568853400171.03,6792696749.95396,4.61407291368351e+19
stress-ng --cpu 1 --cpu-method nsqrt --timeout 10s,6.92,4112389.32701221,16911745976923.94,3823852.11200905,14621844974516.07,314318820.623391,9.879632099807942e+16,10380.8742211948,107762549.59626673,108.191575075478,11705.416917312792,0.0,0.0,1.9764380527165,3.9063073762257905,4107170.35518039,16868848326472.613,51.0249389203767,2603.5443918281726,3818981.12625405,14584616842684.652,7.24596274984632,52.50397617216044,1521.44131102894,2314783.6629054598,577400621.398096,3.333914775909073e+17,174118.738484508,30317335091.43649,578058584.407011,3.341517270066375e+17,252461.930789973,63737026498.20112,3462987656.2235,1.1992283507156328e+19,1143.0772614397,1306625.6256204841,2060.01342432353,4243655.308393157,2570417635.15316,6.607046819106364e+18,3092825045.43096,9.565566761645021e+18,3446877.25321787,11880962798750.768,3820456.99706754,14595891666442.324,3462697688.45676,1.1990275281643788e+19,35356436.2835979,1250077586676118.2,9406738349.12789,8.848672636895329e+19,100380459.327543,1.0076236614808516e+16,3289479899.44581,1.0820678008858016e+19
stress-ng --cpu 1 --cpu-method omega --timeout 10s,6.84,48538485.1049056,2355984536279142.5,23078527.657399,532618438833330.5,572204434.226819,3.2741791454883405e+17,11248.9643773753,126539199.56345846,76.3817678721002,5834.174463267398,0.0,0.0,39.1060118675461,1529.2801641846565,48600014.3916658,2361961398870123.0,50.0629484810439,2506.2988106156554,23107731.7247981,533967265465240.5,7.35001643030713,54.02274152578476,4551.34362144951,20714728.760509137,42822854.892282,1833796901125440.5,23351.7488079008,545304172.3872964,42897209.3876854,1840170573250924.8,23002.0979109509,529096508.3049717,3466607026.56622,1.2017364276638288e+19,1034.2493237415,1069671.6636597498,1926.84889262207,3712746.6549988976,2572844057.14265,6.619526542374253e+18,338706620.068391,1.1472217447815339e+17,11381231.6210495,129532433211977.02,23113959.2042612,534255110096251.0,3467067592.42365,1.2020557690434322e+19,1004044965.70871,1.0081062931650045e+18,5196138603.26657,2.699985638435706e+19,5344752793.68299,2.8566382425582125e+19,1314678395.35081,1.7283792832021809e+18
stress-ng --cpu 1 --cpu-method parity --timeout 10s,7.15,454059.705200296,206170215886.5797,306669.659562624,94046280096.2557,2195819701.15798,4.82162415999352e+18,9848.22723368429,96987579.64628093,128.369657791937,16478.76904161901,0.0,0.0,12.2007986484509,148.85948766004134,452532.836929238,204785968499.2243,50.856332325815,2586.3665376337362,305512.545051015,93337915183.54846,7.64789758456043,58.49033746392526,4502.76282936988,20274873.097555045,1627876851.54501,2.649983043796095e+18,14964967.2267548,223950244097845.22,1632718252.12335,2.665768890816727e+18,14997405.9598338,224922185524058.4,3454801684.82569,1.1935654681474425e+19,1085.65402255106,1178644.6566812976,1929.20618361281,3721836.4988899035,2563949870.37869,6.5738389378149e+18,7779784795.2009,6.052505145963911e+19,0.0,0.0,306952.140905688,94219616806.58534,3465467577.52847,1.2009465530901043e+19,2783823313.14607,7.749672238815562e+18,1323767915.53475,1.752361494199217e+18,948731955.497407,9.000923233819338e+17,7708368216.73029,5.941894056469772e+19
stress-ng --cpu 1 --cpu-method phi --timeout 10s,7.26,250671472.465627,6.28361871080856e+16,146266961.477269,2.1394024019792892e+16,1670685916.48417,2.791191431538551e+18,11651.567177094,135759017.68233427,88.054292401519,7753.558410332208,0.0,0.0,40.6840996902804,1655.1959676086735,249298031.826778,6.214950867270522e+16,49.7299530992596,2473.06823525456,145465582.180463,2.116023559910103e+16,7.54336987046843,56.9024290026909,6138.32572696969,37679042.73037797,2853186291.30146,8.140672012870578e+18,3469.37306189407,12036549.442596234,2864462626.23065,8.205146137072193e+18,3444.56095403937,11865000.166092614,3451554615.69742,1.1913229265142166e+19,1144.2892597546,1309397.9099897302,2068.3224596265,4277957.796995414,2561855757.07433,6.563104920054887e+18,12600280196.8861,1.5876706104004005e+20,0.0,0.0,146364660.696827,2.1422613900897292e+16,3466278316.94279,1.2015085370507741e+19,758326.488914009,575059063788.6486,64677091.8501444,4183126210192015.5,106535404.015247,1.1349792308691908e+16,12709507839.2166,1.6153158951510822e+20
stress-ng --cpu 1 --cpu-method pi --timeout 10s,6.86,291629531.449971,8.504778361372963e+16,195129219.27367,3.807541221435198e+16,248417101.558256,6.171105634660487e+16,13154.4802072558,173040349.52308458,233.881230022596,54700.429756882455,0.496357069441922,0.24637034038497296,13.5823398060556,184.47995460716248,291039904.433363,8.470422597258107e+16,50.6361480667424,2564.01949103706,194734875.927953,3.792167190267525e+16,7.53009715589733,56.70236317725306,12707.0018415347,161467895.80076626,120450702.431012,1.4508371716124202e+16,3937.86151013126,15506753.272973247,119261065.613983,1.422320177138276e+16,3999.26517125911,15994121.910046158,3460771043.36699,1.1976936214607446e+19,1065.07335123516,1134381.2435112947,2004.07787867419,4016328.1437912416,2568828920.66596,6.59888202364984e+18,1603302441.3215,2.570578718347482e+18,13175099.7977632,173583254681019.94,195306265.14775,3.8144537205963224e+16,3462662572.01285,1.1990032087618644e+19,748880098.765033,5.6082140232632557e+17,8622680490.41094,7.435061883971345e+19,1490729336.68933,2.22227395526621e+18,2020319227.17523,4.0816897796939187e+18
stress-ng --cpu 1 --cpu-method prime --timeout 10s,6.96,101108.703585005,10222969940.640404,100886.51358467,10178088623.269804,831003306.259337,6.905664950139493e+17,10753.9425213056,115647279.75154465,65.7825130020786,4327.33901686864,0.0,0.0,14.2960413057478,204.37679701564724,101535.439722015,10309445519.542942,50.5564141786493,2555.9510146031316,101258.928649398,10253370631.223875,7.25013123222967,52.56440288455211,1423.99828934174,2027771.128048202,531141234.355938,2.8211101083314947e+17,11105476.668143,123331612026668.56,530362962.685175,2.8128487218819632e+17,11048534.0949005,122070105646178.81,3467991100.38781,1.2026962272369056e+19,1073.0598371746,1151457.4141571792,1967.80276837609,3872247.7352286037,2574143347.79647,6.626213975004819e+18,2288937047.30769,5.239232806537647e+18,0.0,0.0,100975.181361281,10195987250.943588,3455685726.85821,1.1941763842811556e+19,1758879407.0556,3.093656768564259e+18,6820007837.50068,4.65125069035707e+19,1156560815.55026,1.3376329200662828e+18,3145602693.99646,9.894816308477786e+18
stress-ng --cpu 1 --cpu-method psi --timeout 10s,7.01,28040945.2536657,786294610719077.0,15340194.1312309,235321555983850.94,254229193.242785,6.463248269687732e+16,10850.4583572367,117732446.56212772,186.045717581812,34613.00903053135,1.09279386726863,1.194198436339928,-3.98833303650824,-3.98833303650824,28085179.4114581,788777302573790.0,49.6305693413146,2463.1934131430367,15364361.7357609,236063611547313.7,7.14607260817775,51.06635372134835,5213.35751085273,27179096.535964575,494210838.431765,2.4424435282342816e+17,3759.63310932521,14134841.116734348,493468555.135809,2.4351121490782298e+17,3721.12361106192,13846760.928802505,3466063743.96323,1.2013597877216403e+19,980.15323550914,960700.3650790357,2055.80223310237,4226322.821628691,2572496074.54838,6.617736053566823e+18,3844341997.5881,1.4778965394419663e+19,2545578.06015152,6479967660324.776,15371671.8507046,236288295485744.16,3464555797.1914,1.2003146871852538e+19,933290.083089695,871030379193.5697,8091652193.08732,6.5474835213894844e+19,236548902.513858,5.595538328051069e+16,4554463711.65382,2.074313970077149e+19
stress-ng --cpu 1 --cpu-method queens --timeout 10s,7.53,813792723.887039,6.622585974514865e+17,813791584.791016,6.622567434766734e+17,1097438293.24372,1.2043708074776893e+18,11091.3079093858,123017111.140804,110.083444848048,12118.364829613227,0.0,0.0,14.5834750665846,212.6777450176947,812323822.766386,6.59869993033795e+17,49.6634028951556,2466.4535871265493,812322674.016312,6.598681267210115e+17,7.03697923489306,49.51907675231612,4543.19627350604,20640632.379599165,511744078.522986,2.6188200190334006e+17,60375935.2618782,3645253558746507.5,512665680.005289,2.628260994552854e+17,60499575.5919049,3660198646800615.0,3458866027.04651,1.196375419305651e+19,1092.47767481415,1193507.4699673317,1907.60492156235,3638956.5367688993,2567518299.28608,6.592150217168884e+18,4678837855.67507,2.1891523679698084e+19,0.0,0.0,810781046.476384,6.573659053253404e+17,3467671936.16055,1.202474865683546e+19,5808560469.27034,3.3739374725170074e+19,158219119.636062,2.50332898184105e+16,1927224628.24431,3.7141947677114184e+18,4965705615.36191,2.4658232258436805e+19
stress-ng --cpu 1 --cpu-method rand --timeout 10s,6.92,356293.328200907,126944935720.47922,331576.714363087,109943117507.8202,479814634.39255,2.3022208337725642e+17,10260.4950596095,105277758.86827096,183.463822869355,33658.97430183807,0.0,0.0,-3.98850496143274,-3.98850496143274,357002.774108725,127450980721.32535,48.4846304617147,2350.759391009033,332221.098560089,110370858328.47238,7.05364305816861,49.75388039205021,2059.30194784497,4240724.512398087,53485796.4011819,2860730416668682.5,28255.5828991617,798377964.9713992,53623798.7519504,2875511792589677.0,28633.2771014617,819864557.5690908,3456927140.81425,1.1950345256898185e+19,1010.18578125168,1020475.3126430672,1782.90681071212,3178756.6956836632,2565862519.60949,6.58365046953676e+18,5214984049.27174,2.7196058634158674e+19,0.0,0.0,332459.494577867,110529315534.97076,3463153835.45332,1.199343448801504e+19,2393654.53601148,5729582037768.333,7653330834.18424,5.857347285747524e+19,3358602.5131334,11280210841225.99,5226568825.45831,2.731702168725266e+19
stress-ng --cpu 1 --cpu-method rand48 --timeout 10s,7.31,1558487956.98598,2.428884712070334e+18,833673560.828743,6.950116060248758e+17,833831600.995392,6.952751388185385e+17,12260.1729169435,150311839.9533549,34.2758778742089,1174.8358040476833,0.0,0.0,37.3173545965196,1392.5849540823824,1556799339.86795,2.423624184613285e+18,50.8947094009142,2590.2714450035046,832770277.103963,6.935063344278113e+17,7.43996891618107,55.353137473740524,9559.90075788321,91391702.50057597,760334777.750932,5.781089742575592e+17,5052.17805406967,25524503.090023197,766943410.564397,5.882021950081492e+17,5101.62733176905,26026601.432253,3461571492.71463,1.1982477199174593e+19,1045.45371676178,1092973.47389102,1931.59149551128,3731045.7055315035,2569281416.8268,6.601206998851528e+18,4911096417.06887,2.411886801774669e+19,0.0,0.0,830589500.963,6.898789191099654e+17,3453392581.28201,1.1925920320453624e+19,1123056.21986846,1261255272985.2346,7397653066.36454,5.472527089029268e+19,256267641.614677,6.5673104138748536e+16,5151445468.54051,2.6537390415346557e+19
stress-ng --cpu 1 --cpu-method rgb --timeout 10s,6.72,1198315.17285387,1435959253491.8005,52864038.1134607,2794606525661425.0,170424425.481229,2.904448480060698e+16,12229.9538104859,149571770.20661858,165.73972033017,27469.654895122967,0.0,0.0,4.33885281272474,18.82564373048939,1199124.58277777,1437899765021.961,50.8963631402245,2590.439780901603,52915322.5631573,2800031361962984.0,7.24165351062435,52.44154556793798,6156.9498804641,37908031.83054689,7011473.26271141,49160757313716.99,55237.2474010927,3051153500.4495225,7026389.25944355,49370146025223.69,54668.7207085432,2988669023.9087005,3455847580.91532,1.1942882502518268e+19,1066.81457514417,1138093.337740036,2024.71666165224,4099477.559972191,2565033789.24386,6.579398339962714e+18,1538831828.10551,2.368003395190546e+18,0.0,0.0,52907237.3174656,2799175760566625.0,3461838154.17343,1.19843234056909e+19,4818018.82520513,23213305400031.016,11330823541.2807,1.2838756212364091e+20,1504980.54984318,2264966455406.2803,1544588265.16204,2.3857529088762803e+18
